CID,Syn
3,"2,4-Cyclohexadiene-1-carboxylicacid, 1,6-dihydroxy-, (1R,6S)-rel-"
3,10095-14-4
4,1-Aminopropan-2-ol
4,Isopropanolamine
4,1-AMINO-2-PROPANOL
4,Monoisopropanolamine
4,Amino-2-propanol
4,Threamine
4,Mipa
4,2-Hydroxypropylamine
4,"2-Propanol, 1-amino-"
4,2-Hydroxypropanamine
4,1-Methyl-2-aminoethanol
4,Mono-iso-propanolamine
4,78-96-6
4,2-Amino-1-methylethanol
4,DL-Alaninol
4,DL-1-Amino-2-propanol
4,1-Amino-2-hydroxypropane
4,2-Hydroxy-1-propylamine
4,aminopropanol
4,Methylethanolamine
4,Nmea
4,(R)-1-aminopropan-2-ol
4,1-amino-propan-2-ol
4,alpha-Aminoisopropyl alcohol
4,(+/-)-1-Amino-2-propanol
4,beta-Aminoisopropanol
4,Aminopropan-2-ol
4,MIPA; Threamine
4,(S)-1-aminopropan-2-ol
4,DL-Isopropanolamine
4,(+/-)-Isopropanolamine
4,Monomethylethanolamine
4,(R)-(-)-1-Amino-2-propanol
4,(S)-(+)-1-Amino-2-propanol
4,1-amino-2 propanol
4,3-amino-2-propanol
4,3-aminopropan-2-ol
4,D-1-amino-2-propanol
4,D-1-aminopropan-2-ol
4,2-Amino-1-propanol
4,2-hydroxy-propylamine
4,2-hydroxypropyl-amine
4,2-Hydroxy-1-propanamine
4,.alpha.-Aminoisopropyl alcohol
4,1-Aminoisopropylalcohol
4,UNII-UE40BY1BZW
4,(RS)-1-amino-2-propanol
4,1-Aminopropanol-(2)
4,"2-Propanol,1-amino-"
4,CCRIS 2284
4,h-val-ome hydrochloride
4,1-amino-propane-2-ol
4,MPA (CHRIS Code)
4,1-Amin-iso-proylalcohol
4,AC1Q2BVJ
4,AC1Q2BVK
4,CID4
4,HSDB 5224
4,rac-1-amino-2-propanol
4,Isopropanolamine Phosphate
4,2-hydroxy-1-aminopropane
4,1- aminopropan- 2- ol
4,DSSTox_CID_1764
4,UE40BY1BZW
4,(RS)-1-Amino-2-hydroxypropane
4,ACMC-209h0d
4,ACMC-209h0e
4,"Amino-2-propanol, 93%"
4,bmse000305
4,C3H9NO
4,NSC 3188
4,(rac)-1-amino-2-propanol
4,racemic 1-amino-2-propanol
4,"1-amino-2(R,S)-propanol"
4,ACMC-1BL70
4,DSSTox_RID_76313
4,WLN: Z1YQ1
4,DSSTox_GSID_21764
4,(2rs)-1-amino-2-propanol
4,1-amino-2-Hydroxypropanamine
4,(+-)-1-amino-2-propanol
4,CHEBI:19030
4,(2RS) 1-amino-2-propanol
4,s-(+)-1-amino-2-propanol
4,2-hydroxy-2-methyl-ethylamine
4,EINECS 201-162-7
4,(R)-(-)-1-Aminopropan-2-ol
4,1-Aminopropan-2-ol (MIPA)
4,HXKKHQJGJAFBHI-UHFFFAOYSA-N
4,MFCD00008139
4,(+/-)-1-aminopropan-2-ol
4,AC1L189D
4,AC1Q76O6
4,AI3-14653
4,CHEMBL326602
4,DTXSID9021764
4,C3-H9-N-O
4,CTK5E6214
4,BRN 0605275
4,NSC3188
4,"2-Propanol, 1-amino-, (R)-"
4,"2-Propanol, 1-amino-, (S)-"
4,2799-16-8
4,(.+/-.)-1-Amino-2-propanol
4,"2-Propanol, 1-amino- (8CI,9CI)"
4,"n,n-diethyl-n-methylethylenediamine"
4,ACT02864
4,BCP08083
4,KS-00000VP6
4,NSC-3188
4,Tox21_301704
4,2799-17-9
4,AR-1C1554
4,BBL027685
4,"DL-1-Amino-2-propanol, >=90%"
4,MFCD00064428
4,NA8027
4,STL308732
4,"2-Propanol, 1-amino-, (.+/-.)-"
4,AKOS000120495
4,AKOS016042334
4,AN-9372
4,CS-W016685
4,HY-W015969
4,LS-1763
4,MCULE-6406041538
4,RL05047
4,RP18345
4,RTR-031946
4,SB44651
4,SB44696
4,TRA0087648
4,VC30042
4,CAS-78-96-6
4,TRA-0184192
4,NCGC00257540-01
4,AK-72977
4,AK-76466
4,AN-14800
4,AN-23971
4,SC-76913
4,SY002691
4,EC 201-162-7
4,"1-Amino-2-propanol, 99.5% - 1L 1l"
4,DB-013106
4,4CH-013416
4,A0406
4,A1229
4,A5358
4,AM20100779
4,FT-0605031
4,FT-0605237
4,FT-0625381
4,NS00007157
4,V0137
4,( inverted exclamation markA)-Isopropanolamine
4,4-04-00-01665 (Beilstein Handbook Reference)
4,C05771
4,"(+/-)-1-Amino-2-propanol, analytical standard"
4,45041-EP2275404A1
4,45041-EP2295411A1
4,45041-EP2305647A1
4,45041-EP2311818A1
4,45041-EP2377847A1
4,( inverted exclamation markA)-1-Amino-2-propanol
4,Q161580
4,I04-0038
4,I05-0118
4,I05-0352
4,J-660020
4,1674-56-2
4,F2190-0369
4,Z966690934
4,4-METHYL-2-(4-NITROPHENYL)OXAZOLE-5-CARBOXYLICACID
4,"(?)-1-Amino-2-propanol, 94%, remainder 2-amino-1-propanol"
4,"(^+)-1-Amino-2-propanol, 94%, remainder 2-amino-1-propanol"
4,6168-72-5
4,109-83-1
4,6306-52-1
4,78-91-1
4,83447-87-4
5,3-Amino-2-oxopropyl phosphate
5,CID5
5,AC1L189G
5,AC1Q6S75
5,CHEBI:1449
5,SCHEMBL1065797
5,3-amino-2-oxopropyl dihydrogen phosphate
5,CTK1A5485
5,DTXSID90274253
5,1-Amino-3-(phosphohydroxy)propan-2-one
5,1-amino-propan-2-one-3-phosphate
5,AR-1F1737
5,(3-amino-2-oxopropyl) dihydrogen phosphate
5,"2-propanone, 1-amino-3-(phosphonooxy)-"
5,C11638
5,"2-Propanone, 1-amino-3-(phosphonooxy)- (9CI)"
5,Q27105460
5,205189-34-0
5,4921-02-2
6,"1-chloro-2,4-dinitrobenzene"
6,"2,4-Dinitrochlorobenzene"
6,Dinitrochlorobenzene
6,DNCB
6,Chlorodinitrobenzene
6,CDNB
6,Dinitrochlorobenzol
6,97-00-7
6,"2,4-Dinitrophenyl chloride"
6,"4-Chloro-1,3-dinitrobenzene"
6,ClDNB
6,DNPCl
6,"1,3-Dinitro-4-chlorobenzene"
6,"2,4-Dinitro-1-chlorobenzene"
6,"6-Chloro-1,3-dinitrobenzene"
6,"Benzene, 1-chloro-2,4-dinitro-"
6,"1-Chloro-2,4-dinitrobenzol"
6,Caswell No. 389C
6,UNII-GE3IBT7BMN
6,"Benzene,4-dinitro-"
6,"1-Chlor-2,4-dinitrobenzol"
6,"1-Chlor-2,4-dinitrobenzene"
6,"1-Cloro-2,4-dinitrobenzene"
6,GE3IBT7BMN
6,Dinitrochlorobenzene (VAN)
6,"1-Chloor-2,4-dinitrobenzeen"
6,"1-chloro-2,4-dinitro-benzene"
6,"2,4-dinitro chlorobenzene"
6,"chloro-2,4-dinitrobenzene"
6,"2,4-dinitrochlorbenzene"
6,C6H3ClN2O4
6,CHEBI:34718
6,"2,4 dinitrochlorobenzene"
6,AC1Q5AMQ
6,CID6
6,DSSTox_CID_278
6,WLN: WNR BG ENW
6,CCRIS 1799
6,"2,4-dinitro-chlorobenzene"
6,"1-Chloro-2,4-dinitrobenzeen"
6,D0QG8F
6,Epitope ID:110163
6,HSDB 5306
6,NSC 6292
6,"2,4-dinitro-chloro-benzene"
6,"2,4dinitro-1-chlorobenzene"
6,DSSTox_RID_75481
6,DSSTox_GSID_20278
6,SCHEMBL39251
6,"2,4 dinitro-1-chlorobenzene"
6,"2-chloro-1,5-dinitrobenzene"
6,MLS001332459
6,MLS001332460
6,NSC-6292
6,"1 Chloro 2,4 Dinitrobenzene"
6,ARONIS27043
6,BIDD:ER0694
6,EINECS 202-551-4
6,NSC6292
6,ACMC-209s83
6,VYZAHLCBVHPDDF-UHFFFAOYSA-N
6,"1-chloro-2,4-dinitro benzene"
6,AC1L189J
6,AC1Q1X44
6,CHEMBL292687
6,C6-H3-Cl-N2-O4
6,"1-Chloor-2,4-dinitrobenzeen [Dutch]"
6,"1-Chloro-2,4-dinitrobenzeen [Dutch]"
6,"1-Chloro-2,4-dinitrobenzol [German]"
6,"2,6-DINITROCHLOROBENZENE"
6,DTXSID6020278
6,EPA Pesticide Chemical Code 055102
6,"1-Cloro-2,4-dinitrobenzene [Italian]"
6,"Chloro-2,4-dinitrobenzene, 1-"
6,CTK3I6861
6,"Benceno, 1-cloro-2,4-dinitro-"
6,HMS2233O04
6,BCP27853
6,DRG-0080
6,KS-000048JI
6,STR01511
6,ZINC1540301
6,AI3-01053
6,Tox21_201956
6,Tox21_302802
6,ANW-40849
6,AR-1D3783
6,BBL009322
6,BDBM50458521
6,c0162
6,MFCD00007075
6,NA1577
6,SBB060419
6,STK387094
6,UN1577
6,"1-Chloro-2,4-dinitrobenzene, 97%"
6,4-chloro-1 pound not3-dinitrobenzene
6,AKOS000118946
6,"1 - Chloro - 2,4 - dinitrobenzene"
6,"1-Chloro-2,4-dinitrobenzene, ~95%"
6,ACN-031586
6,DB11831
6,LS-2020
6,MCULE-9671248933
6,RP25961
6,RTR-032483
6,"1-Chloro-2,4-dinitrobenzene, >=99%"
6,CAS-97-00-7
6,KS-000017P6
6,NCGC00164061-01
6,NCGC00164061-02
6,NCGC00164061-03
6,NCGC00256396-01
6,NCGC00259505-01
6,AN-24442
6,BC219412
6,CJ-24304
6,SC-46724
6,SMR000857169
6,EC 202-551-4
6,DB-057658
6,TR-032483
6,AM20050502
6,NS00003347
6,ST50826821
6,AZ0001-0018
6,B-1264
6,C14397
6,D004137
6,Q209216
6,"1-Chloro-2,4-dinitrobenzene, 99% - 100G 100g"
6,"1-Chloro-2,4-dinitrobenzene, technical grade, 95%"
6,I01-2664
6,W-100123
6,"1-Chloro-2,4-dinitrobenzene 100 microg/mL in Methanol"
6,3-(3-hydroxy-2-methyl-4-oxo-1-pyridyl)propanoic acid
6,F1908-0126
6,"1-Chloro-2,4-Dinitrobenzene 98.5% for synthesis 500gm"
6,"1 -Chloro-2,4-Dinitrobenzene Reagent Solution (Test For Mercaptens) 100ml"
6,InChI=1/C6H3ClN2O4/c7-5-2-1-4(8(10)11)3-6(5)9(12)13/h1-3
6,4920-05-2
6,619-16-9
6,CDN
7,9-Ethyladenine
7,9-ethyl-9h-purin-6-amine
7,N9-Ethyladenine
7,"9H-Purin-6-amine,9-ethyl"
7,2715-68-6
7,9-ethyl adenine
7,9-ethylpurin-6-amine
7,N9 -ethyladenine
7,"Adenine, 9-ethyl-"
7,9-Ethyl-9H-adenine
7,9-Ethyl-9H-purin-6-ylamine
7,"9H-Purin-6-amine, 9-ethyl-"
7,6-Amino-9-ethylpurine
7,"9H-Purin-6-amine,9-ethyl-"
7,AC1Q4VHH
7,CID7
7,ACMC-1CJP6
7,D03JFX
7,(9-ethylpurin-6-yl)amine
7,CHEMBL304009
7,"Adenine, 9-ethyl- (8CI)"
7,AC1L189M
7,SCHEMBL1924594
7,CTK4F9170
7,DTXSID50181616
7,MUIPLRMGAXZWSQ-UHFFFAOYSA-N
7,NSC 14580
7,ZINC402896
7,C7-H9-N5
7,CAA71568
7,KS-000000ID
7,NSC14580
7,AR-1H5582
7,BDBM50009681
7,MFCD00037989
7,NSC-14580
7,AKOS012922847
7,FD13051
7,TRA0055782
7,"9H-Purin-6-amine, 9-ethyl- (9CI)"
7,AJ-21898
7,AK146250
7,AS-48885
7,CJ-03779
7,HY-119413
7,ST2406623
7,TX-018199
7,4CH-018737
7,CS-0068117
7,A877012
7,Q27452930
7,28020-34-0
7,2EC
8,"2,3-dihydroxy-3-methylvalerate"
8,"2,3-Dihydroxy-3-methylpentanoic acid"
8,"2,3-dihydroxy-3-methylpentanoate"
8,CID8
8,"4,5-dideoxy-3-c-methylpentonic acid"
8,AC1Q5SQ8
8,SCHEMBL42928
8,CHEBI:882
8,AC1L189P
8,"pentonic acid, 4,5-dideoxy-3-C-methyl-"
8,DTXSID00971589
8,"valeric acid, 2,3-dihydroxy-3-methyl-"
8,"valericacid,2,3-dihydroxy-3-methyl-"
8,"2,3-dihydroxy-3-methyl-pentanoic acid"
8,"2,3-dihydroxy-3-methylvaleric acid"
8,AR-1F8350
8,C6-H12-O4
8,LMFA01050469
8,"2,3-Dihydroxy-3-Methyl-Valeric acid"
8,562-43-6
8,AKOS006376279
8,"alpha,beta-dihydroxy-beta-methylvaleric acid"
8,C04104
8,Q2823199
8,57769-94-5
8,DMV
9,oxyphosphonicacid
9,inositol 1-phosphate
9,Inositol 2-phosphate
9,inositol2-monophosphate
9,Inositol 2-monophosphate
9,CID9
9,AC1Q6SH8
9,D-myo-inositol 3-phosphate
9,INOSITOL MONOPHOSPHATE
9,myo-Inositol 2-monophosphate
9,SCHEMBL113868
9,AC1L189S
9,CHEMBL281435
9,CTK8H0748
9,DL-Myoinositol-1-phosphate  2 CHA
9,UNII-5G9I890092
9,C6-H13-O9-P
9,AR-1D1949
9,DL-Myoinositol-1-phosphate . 2 CHA
9,"2,3,4,5,6-pentahydroxycyclohexyldihydrogen-phosphat"
9,573-35-3
9,"(2,3,4,5,6-pentahydroxycyclohexyl) dihydrogen phosphate"
9,D-MYO-INOSITOL-1-MONOPHOSPHATE DIPOTASSIUM SALT
9,"Phosphoric acid 2,3,4,5,6-pentahydroxycyclohexyl ester"
9,7336-80-3
9,2831-74-5
9,5906-75-2
11,"1,2-dichloroethane"
11,Ethylene dichloride
11,Ethylene chloride
11,Dichloroethylene
11,Dutch liquid
11,Glycol dichloride
11,Dutch oil
11,Ethane dichloride
11,Aethylenchlorid
11,"Ethane, 1,2-dichloro-"
11,Dichloremulsion
11,Brocide
11,Borer sol
11,Di-chlor-mulsion
11,Dichlor-Mulsion
11,sym-Dichloroethane
11,"1,2-Dichlorethane"
11,2-Dichloroethane
11,"Dichloro-1,2-ethane"
11,Ethyleendichloride
11,EDC (halocarbon)
11,Destruxol borer-sol
11,Bichlorure D'ethylene
11,107-06-2
11,Cloruro di ethene
11,Aethylendichlorid
11,s-Dichloroethane
11,"1,2-Bichloroethane"
11,ethylenedichloride
11,DICHLOROETHANE
11,"1,2-Dicloroetano"
11,ethylenechloride
11,Freon 150
11,"1,2-Ethylene dichloride"
11,-Dichloroethane
11,Chlorure D'ethylene
11,ethylendichloride
11,"1,2-Dichloorethaan"
11,"alpha,beta-Dichloroethane"
11,"alpha,Bet"
11,dichloro ethylene
11,ethylene-chloride
11,"1,2-Dichlor-aethan"
11,"1, 2-dichloroethane"
11,"1,2-Dichloraethan"
11,ethylene dichoride
11,Caswell No. 440
11,"1,2 dichloroethane"
11,"1,2dichlorethane"
11,1.2-dichloroethane
11,Ethylen dichloride
11,"1,2dichloroethane"
11,ehtylene dichloride
11,Dichlorure d'ethylene
11,"Ethane, dichloro-"
11,Rcra waste number U077
11,"1,2-Dikloretan"
11,"1,2-Dichlorethan"
11,ClCH2CH2Cl
11,"1,2 dichlorethane"
11,"1,2 dichoroethane"
11,"1,2-dichloroetane"
11,"1,2-dichloroethan"
11,"1,2-dichoroethane"
11,"1,2-dicloroethane"
11,Aethylenchlorid [German]
11,"1,2-dichioroethane"
11,"1,2-Dichloro-Ethane"
11,"1,2-DCE"
11,destruxol borer- sol
11,"1,2-dichloroetharie"
11,"RY Dichloro-1,2-ethane"
11,"Dichloroethane, 1,2-"
11,Ethyleendichloride [Dutch]
11,"1,2-Ethylidene dichloride"
11,"Dichloro-1,2 thane"
11,"1 ,2-dichloroethane"
11,"1, 2 dichloroethane"
11,"1,2 -dichloroethane"
11,"1,2 dichloro ethane"
11,"1,2,-dichloroethane"
11,"1,2- dichloroethane"
11,"1,2-di-chloroethane"
11,"1,2-dichloro ethane"
11,1.2-di-chloroethane
11,CH2ClCH2Cl
11,"1,2-ethylenedichloride"
11,ClCH2-CH2Cl
11,Cloruro di ethene [Italian]
11,"dichloro-1, 2-ethane"
11,"Dichloroethane (1,2)"
11,EDC (CHRIS Code)
11,HSDB 65
11,RCRA waste no. U077
11,"1,2-Dichloorethaan [Dutch]"
11,"1,2-Dicloroetano [Italian]"
11,CCRIS 225
11,Chlorure d'ethylene [French]
11,"Etano, 1,2-dicloro-"
11,C1CH2CH2Cl
11,ClCH2CH2C1
11,"Dutch liquid, Dutch oil"
11,"EDC, JMAF"
11,AC1Q3UNO
11,AC1Q3UNP
11,"Ethan, 1,2-dichloro-"
11,"1,2-Dichlor-aethan [German]"
11,Cl(CH2)2Cl
11,DSSTox_CID_438
11,HCC 150
11,12-DICHLOROETHANE
11,Bichlorure d'ethylene [French]
11,"alpha, beta-dichloroethane"
11,"Dichloro-1,2-ethane [French]"
11,ACMC-1BV6R
11,Ethylene dichloride [BSI:ISO]
11,NCI-C00511
11,UNII-55163IJI47
11,bmse000568
11,C2H4Cl2
11,".alpha.,.beta.-Dichloroethane"
11,"1,2-dichloroethane (EDC)"
11,CID11
11,DSSTox_RID_75587
11,DSSTox_GSID_20438
11,"ENT 1,656"
11,"1,2-Dichloroethane =99%"
11,CHEBI:27789
11,KSC492S6F
11,"1,2-DICHLOROETHANE, ACS"
11,CHEMBL16370
11,Dichlorure d'ethylene [ISO-French]
11,C2-H4-Cl2
11,EINECS 203-458-1
11,"1,2-Dichloroethane ACS grade"
11,MFCD00000963
11,UN1184
11,WSLDOOZREJYCGB-UHFFFAOYSA-N
11,AC1L189Y
11,"1,2-Dichloroethane, for HPLC"
11,12-DICHLOROETHANE 10L
11,"Ethylene dichloride, BSI, ISO"
11,"ethylene dichloride, ion (1+)"
11,DTXSID6020438
11,EPA Pesticide Chemical Code 042003
11,CTK3J2962
11,Dichloroethane Reagent Grade ACS
11,KS-00000UMQ
11,12-DICHLOROETHANE 2.5L
11,"Ethane, 1,2-dichloro-, homopolymer"
11,"ethylene dichloride, 14C-labeled"
11,"1,2-Dichloroethane, ACS reagent"
11,"1,2-Dichloroethane, HPLC Grade"
11,12-DICHLOROETHANE ACS 1L
11,12-DICHLOROETHANE ACS 4L
11,"ethylene dichloride, 36Cl-labeled"
11,"ethylene dichloride, 38Cl-labeled"
11,12-DICHLOROETHANE HPLC 1L
11,12-DICHLOROETHANE HPLC 4L
11,55163IJI47
11,"ethylene dichloride, 14C2-labeled"
11,AMY33455
11,ETHYLENE DICHLORIDE PFD 4L.
11,ZINC8220695
11,"1,2-Dichloroethane =99.0% ACS"
11,"1,2-Dichloroethane, 99% 500ml"
11,AI3-01656
11,Tox21_202466
11,"1,2-Dichloroethane, LR, >=99%"
11,12-DICHLOROETHANE HPLC 4X1L
11,ANW-15475
11,AR-1I4181
11,c0001
11,LS-425
11,NA1184
11,NA1993
11,SBB040805
11,STL264187
11,UN1150
11,UN1993
11,"1,2-DICHLOROETHANE 500ML."
11,12-DICHLOROETHANE ACS 500ML
11,AKOS000120021
11,"1,2-DICHLOROETHANE AR 500ML"
11,"1,2-DICHLOROETHANE, 500ML."
11,"1,2-Dichloroethane, p.a., 99.5%"
11,DB03733
11,MCULE-3493741440
11,RL00304
11,RTR-001377
11,TRA0000074
11,UN 1184
11,"1,2 DICHLOROETHANE, RGT. 20L"
11,"1,2 DICHLOROETHANE, RGT. 4L."
11,"1,2-Dichloroethane, analytical standard"
11,"1,2-Dichloroethane, AR, >=99.5%"
11,"1,2-dichloroethane; ethylene dichloride"
11,DCE
11,ETHYLENE DICHLORIDE PFD 500ML.
11,"1,2-Dichloroethane =99.0% for HPLC"
11,"1,2-DICHLOROETHANE OMNISOLV 1L."
11,"1,2-Dichloroethane, anhydrous, 99.8%"
11,12-DICHLOROETHANE 99% 500ML
11,2-DICHLOROETHANE DRISOLV 100ML.
11,BDH 1 2-DICHLOROETHANE HPLC 4L
11,NCGC00091763-01
11,NCGC00091763-02
11,NCGC00091763-03
11,NCGC00260015-01
11,"1,2-dichloroethane (ethylene dichloride)"
11,"1,2-Dichloroethane =99.0%, GR ACS"
11,AN-22463
11,CAS-107-06-2
11,"ethylene dichloride (1,2-dichloroethane)"
11,SC-22798
11,"1,2-Dichloroethane, for HPLC, 99.8%"
11,EC 203-458-1
11,"Ethylene dichloride (1,2-dichloro-ethane)"
11,"Ethylene dichloride (1,2-Dichloroethane)."
11,"Ethylene dichloride; (1,2-Dichloroethane)"
11,"1,2-Dichloroethane 98% extra pure 500ml"
11,"1,2-Dichloroethane, ACS reagent, >=99%"
11,"1,2-Dichloroethane, ReagentPlus(R), 99%"
11,EDC
11,TR-001377
11,"1,2-Dichloroethane =99.0%, OmniSolv(R)"
11,"1,2-Dichloroethane, for HPLC, >=99.8%"
11,"1,2-Dichloroethane, Spectrophotometric Grade"
11,"1,2-Dichloroethane; see Ethylene dichloride"
11,D0310
11,D0364
11,E0289
11,FT-0626325
11,FT-0771283
11,NS00004126
11,R 150
11,ST50214371
11,"1,2-Dichloroethane 10 microg/mL in Methanol"
11,"1,2-Dichloroethane, BAKER, J.T. Baker(R)"
11,InChI=1/C2H4Cl2/c3-1-2-4/h1-2H
11,"1,2-Dichloroethane 100 microg/mL in Methanol"
11,"1,2-Dichloroethane, ACS reagent, >=99.0%"
11,7816-EP2269977A2
11,7816-EP2269978A2
11,7816-EP2269985A2
11,7816-EP2269986A1
11,7816-EP2269988A2
11,7816-EP2269989A1
11,7816-EP2269991A2
11,7816-EP2269993A1
11,7816-EP2269995A1
11,7816-EP2270006A1
11,7816-EP2270895A2
11,7816-EP2272509A1
11,7816-EP2272516A2
11,7816-EP2272517A1
11,7816-EP2272825A2
11,7816-EP2272832A1
11,7816-EP2272835A1
11,7816-EP2275105A1
11,7816-EP2275404A1
11,7816-EP2275414A1
11,7816-EP2275420A1
11,7816-EP2275469A1
11,7816-EP2277848A1
11,7816-EP2277858A1
11,7816-EP2277867A2
11,7816-EP2277878A1
11,7816-EP2278637A1
11,7816-EP2280000A1
11,7816-EP2280003A2
11,7816-EP2280005A1
11,7816-EP2280006A1
11,7816-EP2280007A1
11,7816-EP2280008A2
11,7816-EP2280009A1
11,7816-EP2281813A1
11,7816-EP2284150A2
11,7816-EP2284151A2
11,7816-EP2284152A2
11,7816-EP2284153A2
11,7816-EP2284155A2
11,7816-EP2284156A2
11,7816-EP2284157A1
11,7816-EP2284164A2
11,7816-EP2284172A1
11,7816-EP2284174A1
11,7816-EP2286811A1
11,7816-EP2287140A2
11,7816-EP2287148A2
11,7816-EP2287150A2
11,7816-EP2287165A2
11,7816-EP2287166A2
11,7816-EP2287940A1
11,7816-EP2289884A1
11,7816-EP2289891A2
11,7816-EP2289892A1
11,7816-EP2289894A2
11,7816-EP2289965A1
11,7816-EP2292592A1
11,7816-EP2292619A1
11,7816-EP2292620A2
11,7816-EP2292621A1
11,7816-EP2295406A1
11,7816-EP2295410A1
11,7816-EP2295414A1
11,7816-EP2295415A1
11,7816-EP2295417A1
11,7816-EP2295419A2
11,7816-EP2295426A1
11,7816-EP2295427A1
11,7816-EP2295432A1
11,7816-EP2295441A2
11,7816-EP2298729A1
11,7816-EP2298731A1
11,7816-EP2298738A1
11,7816-EP2298743A1
11,7816-EP2298744A2
11,7816-EP2298747A1
11,7816-EP2298750A1
11,7816-EP2298756A1
11,7816-EP2298764A1
11,7816-EP2298765A1
11,7816-EP2298766A1
11,7816-EP2298767A1
11,7816-EP2298768A1
11,7816-EP2298770A1
11,7816-EP2298772A1
11,7816-EP2298777A2
11,7816-EP2298778A1
11,7816-EP2298828A1
11,7816-EP2299785A1
11,7816-EP2301922A1
11,7816-EP2301934A1
11,7816-EP2301983A1
11,7816-EP2305633A1
11,7816-EP2305637A2
11,7816-EP2305641A1
11,7816-EP2305647A1
11,7816-EP2305648A1
11,7816-EP2305651A1
11,7816-EP2305660A1
11,7816-EP2305676A1
11,7816-EP2305682A1
11,7816-EP2305687A1
11,7816-EP2305695A2
11,7816-EP2305696A2
11,7816-EP2305697A2
11,7816-EP2305698A2
11,7816-EP2306788A1
11,7816-EP2306789A1
11,7816-EP2308562A2
11,7816-EP2308812A2
11,7816-EP2308828A2
11,7816-EP2308838A1
11,7816-EP2308839A1
11,7816-EP2308848A1
11,7816-EP2308849A1
11,7816-EP2308850A1
11,7816-EP2308854A1
11,7816-EP2308857A1
11,7816-EP2308861A1
11,7816-EP2308865A1
11,7816-EP2308867A2
11,7816-EP2308869A1
11,7816-EP2308870A2
11,7816-EP2308872A1
11,7816-EP2308873A1
11,7816-EP2308879A1
11,7816-EP2308880A1
11,7816-EP2308926A1
11,7816-EP2309564A1
11,7816-EP2311808A1
11,7816-EP2311811A1
11,7816-EP2311814A1
11,7816-EP2311824A1
11,7816-EP2311829A1
11,7816-EP2314295A1
11,7816-EP2314578A1
11,7816-EP2314581A1
11,7816-EP2314585A1
11,7816-EP2314587A1
11,7816-EP2314593A1
11,7816-EP2316829A1
11,7816-EP2316905A1
11,7816-EP2316906A2
11,7816-EP2371811A2
11,7816-EP2374454A1
11,7816-EP2380568A1
11,C06752
