CID,Syn
702,"Ethanol-10, 10 mg/dL in H2O, pack of 10 x 1.2 mL ampules, certified reference material"
702,"Ethanol-150, 150 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-25, 25 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-300, 300 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-40, 40 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-50, 50 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-500, 500 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-80, 80 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-80, 80 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
702,"Ethanol-water solution, NIST(R) SRM(R) 2891, nominal mass fraction 0.02%"
702,"Ethanol-water solution, NIST(R) SRM(R) 2892, nominal mass fraction 0.04%"
702,"Ethanol-water solution, NIST(R) SRM(R) 2893, nominal mass fraction 0.08%"
702,"Reagent Alcohol, anhydrous ACS (denatured with 5% isopropanol and 5% methanol)"
702,"Specially Denatured Alcohol, 190 proof, SDA 39C, contains Diethyl phthalate"
702,"Specially Denatured Alcohol, 200 proof, SDA 39C, contains Diethyl phthalate"
702,15P
702,1PE
702,2PE
702,42845-45-4
702,71076-86-3
702,8000-16-6
702,8024-45-1
702,9002-89-5
702,ACE
702,ACT
702,ACY
702,"Alcohol, anhydrous 94.0-96.0% (v/v), BAKER ANALYZED(R) ACS (denatured with methanol and isopropanol), J.T. Baker(R)"
702,"Alcohol, anhydrous, PHOTREX(R) for spectrophotometry, for liquid chromatography (denatured with 5% isopropanol and 5% methanol), J.T. Baker(R)"
702,C8E
702,EDO
702,ETA
702,"Ethanol 70%, denatured with 1l MEK, 1l IPA, 1g Denatonium Benzoate per 100 liter of Ethanol"
702,"Ethanol denatured =91.6% (v/v) (denatured with 3.7% MeOH, 1.9% MIBK, 1% each of heptane, ethylacetate and toluene )"
702,"Ethanol denatured 190 Proof (denatured with 4% MIBK and kerosene), Macron Fine Chemicalstrade mark"
702,"Ethanol denatured 86.0-89.0% for histology, for biochemistry (denatured with methanol and ethyl acetate)"
702,"Ethanol denatured 89.5-91.5%, OmniSolv(R) for HPLC, for spectrophotometry, for LC-MS (denatured with 5% isopropanol and 5% methanol)"
702,"Ethanol denatured 94.0-96.0% (v/v), GR ACS for histology, for biochemistry (denatured with 5% isopropanol and 5% methanol)"
702,"Ethanol, absolute, denaturated with 0.5-1.5 Vol.% 2-butanone and approx. 0.001% Bitrex (GC), >=98% (GC)"
702,"Ethanol, absolute, semiconductor grade PURANAL(TM) (Honeywell 17833), sales not in Germany, >=99.8% (vol.)"
702,"Ethanol, BioUltra, for molecular biology, >=99.8%, (absolute alcohol, without additive, A15 o1)"
702,"Ethanol, puriss., over molecular sieve (H2O <=0.01%), absolute alcohol, without additive, A15 o1, >=99.8%"
702,"Ethanol, purum, absolute ethanol, denaturated with 1% cyclohexane, A15 CYCLO1, >=99.8% (based on denaturant-free substance)"
702,"Ethanol, purum, absolute ethanol, denaturated with 2% 2-butanone, A15 MEK1, >=99.8% (based on denaturant-free substance)"
702,"Ethanol, purum, absolute ethanol, denaturated with 4.8% isopropanol, A15 IPA1, >=99.8% (based on denaturant-free substance)"
702,"Ethanol, purum, fine spirit, denaturated with 2% 2-butanone, F25 MEK1, ~96% (based on denaturant-free substance)"
702,"Ethanol, purum, fine spirit, denaturated with 4.8% methanol, F25 METHYL1, ~96% (based on denaturant-free substance)"
702,"Ethanol, purum, secunda spirit, denaturated with 2% 2-butanone and 0.5% 4-methyl-2-pentanone, S15, ~96% (based on denaturant-free substance)"
702,"Ethanol-100 (10 ampules/kit), 100 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-100 (5 ampules/kit), 100 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
702,"Ethanol-20 (10 ampules/kit), 20 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-20 (5 ampules/kit), 20 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
702,"Ethanol-200 (10 ampules/kit), 200 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-200 (5 ampules/kit), 200 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
702,"Ethanol-400 (10 ampules/kit), 400 mg/dL in H2O, ampule of 10 x 1.2 mL, certified reference material"
702,"Ethanol-400 (5 ampules/kit), 400 mg/dL in H2O, ampule of 5 x 5 mL, certified reference material"
702,"Ethyl alcohol, Pure, 140 proof, meets water USP testing specifications, Excise Tax-free, Permit for use required"
702,"Ethyl alcohol, Pure, 190 proof, ACS reagent, meets USP testing specifications, Excise Tax-free, Permit for use required"
702,"Ethyl alcohol, Pure, 200 proof, ACS reagent, meets USP testing specifications, Excise Tax-free, Permit for use required"
702,GAL
702,GOL
702,ipa
702,MAN
702,OHE
702,OXA
702,PE3
702,PE5
702,PEG
702,PG4
702,PGE
702,"Reagent Alcohol 94-96%, AR(R) ACS (denatured with 5% isopropanol and 5% methanol), Macron Fine Chemicalstrade mark"
702,"Reagent Alcohol, anhydrous ACS for organic synthesis, for preparative liquid chromatography (denatured with methanol and isopropanol), Burdick & Jacksontrade mark"
702,"Reagent Alcohol, anhydrous ACS, meets analytical specification of USP for HPLC, for spectrophotometry (denatured with methanol and isopropanol), Burdick & Jacksontrade mark"
702,"Specially Denatured Alcohol, 190 proof, SDA 40 (40-2), contains 0.14 % (v/v) tert-Butyl alcohol and Brucine sulfate"
702,"Specially Denatured Alcohol, 190 proof, SDA 40B, contains tert-Butyl alcohol and denatonium benzoate"
702,"Specially Denatured Alcohol, 200 proof, SDA 40 (40-2), contains 0.14 % (v/v) tert-Butyl alcohol and Brucine sulfate"
702,"Specially Denatured Alcohol, 200 proof, SDA 40B, contains tert-Butyl alcohol and denatonium benzoate"
702,UNL
703,flavitan
703,Flamitajin B
703,Flavinat
703,Flanin F
703,flavin adenine dinucleotide
703,Flavin-adenine dinucleotide
703,Flaziren (free acid)
703,Adenine-flavin dinucleotide
703,Adenine-flavine dinucleotide
703,Flavine-adenine dinucleotide
703,AC1Q6IIZ
703,Adenine-flavindinucleotide
703,UNII-ZC44YTI8KK
703,Flavin adenin dinucleotide
703,Flavine adenosine diphosphate
703,Adenine-riboflavin dinuceotide
703,Flavineadenosine diphosphate
703,Adenine-riboflavin dinucleotide
703,Riboflavin-adenine dinucleotide
703,AC1L19TZ
703,flavin adenine dinu-cleotide
703,Adenine-riboflavine dinucleotide
703,Riboflavine-adenine dinucleotide
703,Isoalloxazine-adenine dinucleotide
703,CID703
703,FAD; NSC 112207
703,CHEMBL3580425
703,Riboflavin 5'-adenosine diphosphate
703,SCHEMBL16466795
703,Flavin adenin dinucleotide [JAN]
703,NSC112207
703,KST-1A1525
703,Riboflavin 5'-adenosinediphosphate
703,C27H33N9O15P2
703,"1H-Purin-6-amine, flavin dinucleotide"
703,"1H-Purin-6-amine, flavine dinucleotide"
703,EINECS 205-663-1
703,AR-1A9129
703,AKOS032949856
703,NSC 112207
703,NSC-112207
703,BRN 0078150
703,C27-H33-N9-O15-P2
703,FT-0626432
703,146-14-5
703,4-26-00-03632 (Beilstein Handbook Reference)
703,SR-01000944450
703,SR-01000944450-1
703,Q32039181
703,"[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl[[5-(7,8-dimethyl-2,4-dioxo-benzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentoxy]-hydroxy-phosphoryl] hydrogen phosphate"
703,FAD
703,"Riboflavin 5'-(trihydrogen diphosphate), P'?5'-ester with adenosine"
703,14839-81-7
703,"Riboflavin 5'-(trihydrogen diphosphate), 5'.fwdarw.5'-ester with adenosine"
703,"Riboflavin 5'-(trihydrogen diphosphate), P'.fwdarw.5'-ester with adenosine"
703,"Adenosine 5'-(trihydrogen pyrophosphate), 5'.fwdarw.5'-ester with riboflavine"
703,"Adenosine 5'-(trihydrogenpyrophosphate), 5'.fwdarw.5'-ester with riboflavine"
703,"Riboflavine 5'-(trihydrogen diphosphate), 5'.fwdarw.5'-ester with adenosine"
703,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate"
704,FAD stem group
704,AC1L19U2
704,CID704
704,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate"
705,"1,5-dihydro-FAD"
705,FADH2
705,AC1Q6N7S
705,AC1L19U5
705,CID705
705,SCHEMBL4371447
705,CTK8H4219
705,flavin adenine dinucleotide reduced
705,KST-1A2446
705,C27H35N9O15P2
705,AR-1A9122
705,C27-H35-N9-O15-P2
705,"[5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methyl-5-(7,8-dimethyl-2,4-dioxo-1,3,4,5-tetrahydrobenzo[g]pteridin-10(2h)-yl)-2,3,4-trihydroxypentyldihydrogen-diphosphat"
705,19547-88-7
705,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate"
705,1910-41-4
706,farnesyl diphosphate
706,farnesyl pyrophosphate
706,farnesylpyrophosphoric acid
706,SCHEMBL109441
706,AC1L19U8
706,CID706
706,FPP003
706,all-trans Farnesyl pyrophosphate
706,CHEBI:50277
706,CTK4B6817
706,KS-0000188H
706,"Diphosphoric acid,P-(3,7,11-trimethyl-2,6,10-dodecatrienyl) ester"
706,Q60998692
706,13058-04-3
706,"3,7,11-trimethyldodeca-2,6,10-trien-1-yl trihydrogen diphosphate"
706,"phosphono 3,7,11-trimethyldodeca-2,6,10-trienyl hydrogen phosphate"
707,farnesylfarnesylgeraniol
707,AC1L19UB
707,CID707
707,CTK8A1949
707,DTXSID20274281
707,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol"
707,5905-42-0
708,octaprenyl diphosphate
708,AC1L19UE
708,CID708
708,CTK5J8847
708,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl trihydrogen diphosphate"
708,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate"
709,ferulic acid
709,trans-Ferulic Acid
709,Fumalicacid
709,Sodium ferulate
709,Coniferic acid
709,cis-ferulic acid
709,4-Hydroxy-3-methoxycinnamic acid
709,Ferulic acid (FA)
709,(E/Z)-ferulic acid
709,Spectrum_001256
709,1135-24-6
709,SpecPlus_000547
709,Spectrum2_001394
709,Spectrum3_001434
709,Spectrum4_001897
709,3-(4-Hydroxy-3-methoxyphenyl)acrylic acid
709,AC1L19UH
709,KBioGR_002459
709,KBioSS_001736
709,KSC178K8D
709,KSC598Q1L
709,DivK1c_006643
709,SPBio_001408
709,CCRIS 3256
709,CID709
709,C10H10O4
709,CHEMBL3185646
709,DTXSID5040673
709,CTK0H8581
709,CTK4J8815
709,KBio1_001587
709,KBio2_001736
709,KBio2_004304
709,KBio2_006872
709,KBio3_002388
709,KS-00000CMW
709,KS-00000JGT
709,trans-4-Hydroxy-3-methoxycinnamic acid
709,3-methoxy-4-hydroxycinnamic acid
709,3-methoxy4-hydroxy cinnamic acid
709,4-hydroxyl-3-methoxycinnamic acid
709,KSEBMYQBYZTDHS-UHFFFAOYSA-N
709,3-methoxy-4-hydroxy cinnamic acid
709,3-methoxy-4-hydroxy-cinnamic acid
709,4-hydroxy-3-methoxy-cinnamic acid
709,537-98-4
709,HMS3655P22
709,"Ferulic acid-1,2,3-[13C3]"
709,4-Hydroxy-3-methoxy cinnammic acid
709,NSC 2821
709,EINECS 214-490-0
709,"2-Propenoic acid, 3-(4-hydroxy-3-methoxyphenyl)-"
709,ANW-42613
709,ANW-51097
709,MFCD00004400
709,NSC 51986
709,(E)-3-(4-hydroxy-3-methoxyphenyl)acrylic acid
709,"Cinnamic acid, 4-hydroxy-3-methoxy-"
709,AKOS028109905
709,MCULE-6127598109
709,NSC 674320
709,3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid
709,NCGC00094889-05
709,(E)-4'-Hydroxy-3'-methoxycinnamic acid
709,AK-32258
709,AK-49078
709,NCI60_002312
709,SY013625
709,3-(4-Hydroxy-3-methoxyphenyl)acrylicAcid
709,DB-120370
709,LS-123655
709,3-(4-Hydroxy-3-methoxyphenyl)-2-propenoic acid
709,3-(4-hydroxy-3-methoxyphenyl)-acrylic acid
709,FT-0601239
709,FT-0646300
709,NS00006133
709,3-(4-Hydroxy-3-methoxy-phenyl)-acrylic acid
709,(E/Z)-Ferulic acid 1000 microg/mL in Acetone
709,(2E)-3-(4-Hydroxy-3-methoxyphenyl)acrylic acid
709,3-(4-hydroxy-3-methoxy-phenyl)prop-2-enoic acid
709,3- (4-hydroxy-3-methoxyphenyl) -2-propenoic acid
709,(Z)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid
709,"2-Propenoic acid, 3-(4-hydroxy-3-methoxyphenyl)-, (2Z)-"
709,Q51617501
709,"1-O-Acetyl-3,5-bis(4-chlorobenzoyl)-2-deoxy-D-ribose"
709,"2-Propenoic acid,3-(4-hydroxy-3-methoxyphenyl)-, (2E)-"
709,"4-Hydroxy-3-Methoxycinnamic Acid,mixture of cis and trans"
709,1014-83-1
709,"1-Acetate 3,5-Bis(4-chlorobenzoate)-2-deoxy-D-erythro-pentofuranose"
709,1207459-15-1
709,1261170-81-3
710,riboflavin
710,flavin mononucleotide
710,Photrexa
710,Flanin
710,Flavol
710,Riboflavine phosphate
710,Riboflavin monophosphate
710,Riboflavine 5'-phosphate
710,Flavine mononucleotide
710,Vitamin B2 phosphate
710,Riboflavin-5-phosphate
710,Riboflavin mononucleotide
710,Riboflavine monophosphate
710,Riboflavin 5'-phosphate
710,Riboflavine-5'-phosphate
710,riboflavin sodium phosphate
710,RIBOFLAVIN PHOSPHATE
710,Riboflavin-5-phosphate sodium
710,bmse000257
710,Sodium Riboflavin Phosphate
710,AC1L19UK
710,Riboflavin 5'-monophosphate
710,Riboflavine 5'-monophosphate
710,C17H21N4O9P.Na
710,Riboflavin 5'-phosphate sodium
710,Riboflavin-5'-phosphate sodium
710,Riboflavina 5 fosfato de sodio
710,CHEMBL365423
710,CID710
710,Riboflavine dihydrogen phosphate
710,SCHEMBL1532396
710,UNII-957E53WV42
710,C17H20N4NaO9P.2H2O
710,DTXSID80274282
710,Photrexa Viscous In Dextran 20%
710,Riboflavin 5'-(dihydrogen phosphate)
710,RIBOFLAVIN PHOSPHATE SODIUM
710,NSC77360
710,C17-H21-N4-O9-P.Na
710,EINECS 204-988-6
710,NSC-77360
710,RIBOFLAVIN 5-PHOSPHATE SODIUM
710,Riboflavine 5'-(dihydrogen phosphate)
710,"Riboflavin, 5'-(dihydrogenphosphate)-"
710,BRN 0068086
710,"RIBOFLAVIN 5'-PHOSPHATE, SODIUM"
710,NCGC00159494-02
710,NCGC00159494-03
710,Riboflavin 5'-phosphate sodium anhydrous
710,BAS 00401299
710,Riboflavin 5'-(sodium hydrogen phosphate)
710,Riboflavin 5'- (sodium hydrogen phosphate)
710,NS00014334
710,Riboflavin 5'-phosphate sodium salt dihydrate
710,Riboflavin-5'-monophosphate sodium salt hydrate
710,Riboflavin 5'-monophosphate sodium salt dihydrate
710,"Riboflavin 5'-(dihydrogen phosphate), monosodium salt"
710,"Riboflavine 5'-(sodium hydrogen phosphate), dihydrate"
710,130-40-5
710,146-17-8
710,"Riboflavin, 5'-(dihydrogen phosphate), monosodium salt"
710,"Riboflavin 5'-(dihidrogeno fosfato), sal de sodio (1:1)"
710,26193-20-4
710,"[5-(7,8-dimethyl-2,4-dioxo-benzo[g]pteridin-10-yl)-2,3,4-trihydroxy-pentyl] dihydrogen phosphate"
710,"[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
710,"10-[5-(Phosphonooxy)-2,3,4-trihydroxypentyl]-7,8-dimethylbenzo[g]pteridine-2,4(3H,10H)-dione"
710,FMN
710,"Pentitol, 1-deoxy-1-(3,4-dihydro-7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10(2H)-yl)-, 5-(dihydrogen phosphate)"
711,fmnh
711,AC1Q6RYJ
711,AC1L19UN
711,CID711
711,AR-1J0874
711,Flavin Mononucleotide Prosthetic Group
711,"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate"
711,58313-69-2
712,formaldehyde
712,formalin
712,methanal
712,Paraformaldehyde
712,formol
712,Methylene oxide
712,Oxomethane
712,Paraform
712,Formic aldehyde
712,Oxymethylene
712,Methyl aldehyde
712,Superlysoform
712,Fannoform
712,Formalith
712,Lysoform
712,Methaldehyde
712,Oxomethylene
712,Formalina
712,Morbicid
712,Karsan
712,Formaldehyd
712,Formaline
712,carbon monoxide
712,Polyoxymethylene
712,Formaldehyde solution
712,Aldeide formica
712,Aldehyde formique
712,Oplossingen
712,"Formaldehyde, gas"
712,Dormol
712,Formalin 40
712,Methylene glycol
712,Formagene
712,FYDE
712,Polyformaldehyde
712,Carbon oxide
712,Formalin-loesungen
712,Aldehyd mravenci
712,Monohydrokepone
712,Aldacide
712,Formalaz
712,Fordor
712,carbon monooxide
712,Paraformaldehydum
712,50-00-0
