CID,Syn
1285,"6,14-dimethyl-3-methylidene-2-oxo-3a,4,5,8,9,12,13,15a-octahydrocyclotetradeca[b]uran-10-carboxylic acid"
1286,Dimethylmatairesinol
1286,Methylarctigenin
1286,ACMC-20lxmo
1286,AC1Q6MOL
1286,AC1L1B52
1286,Iriflophenone 2-O-alpha-rhamnoside
1286,SCHEMBL13416229
1286,CTK4J0208
1286,CID1286
1286,DTXSID70963916
1286,SNAOLIMFHAAIER-UHFFFAOYSA-N
1286,"3,4-bis[(3,4-dimethoxyphenyl)methyl]oxolan-2-one"
1286,AR-1E9005
1286,NSC401390
1286,NSC675473
1286,"2,3-Bis(3,4-dimethoxybenzyl)butyrolactone"
1286,NSC 401390
1286,NSC-401390
1286,"3,4-Bis(3,4-dimethoxybenzyl)dihydro-2(3H)-furanone"
1286,4CN-1468
1286,W1794
1286,4773-01-7
1286,25488-59-9
1286,"4-Hydroxy-2,3-diveratrylbutyric acid gamma-lactone"
1286,"3,4-Bis(3,4-dimethoxybenzyl)-dihydrofuran-2(5H)-one"
1286,"Butyric acid, 4-hydroxy-2,3-diveratryl-, gamma-lactone"
1286,"3,4-bis[(3,4-dimethoxyphenyl)methyl]tetrahydrofuran-2-one"
1286,"(3R,4R)-3,4-bis[(3,4-dimethoxyphenyl)methyl]oxolan-2-one"
1286,"[2-[(6-Deoxy-alpha-L-mannopyranosyl)oxy]-4,6-dihydroxyphenyl](4-hydroxyphenyl)methanone"
1286,Arctigenin methyl ether; Maculatin; Maculatin (lignan); Matairesinol dimethyl ether
1286,"2(3H)-Furanone, 3,4-bis[(3,4-dimethoxyphenyl)methyl]dihydro-, trans-"
1286,943989-68-2
1286,5055-03-8
1286,93451-90-2
1287,TEA polyphenol
1287,Tea Polyphenols
1287,(-)-Gallocatechin gallate
1287,Gallocatechin gallate
1287,EGCG
1287,(-)-Epigallocatechin gallate
1287,Epigallocatechin gallate
1287,Epigallocatechin-3-gallate
1287,(-)-Gallocatechol gallate
1287,epigallocatechol-3-gallate
1287,Tea Polyphenol (TP98)
1287,CHEMBL311663
1287,(+)-epigallocatechin gallate
1287,SCHEMBL161547
1287,CAMELIA SINENSIS EXTRACT
1287,ChEMBL_134784
1287,AC1L1B55
1287,(-)-Gallocatechin 3-O-gallate
1287,CTK7J8580
1287,CID1287
1287,CHEBI:182308
1287,HMS3393K21
1287,HMS3426I15
1287,HMS3651I16
1287,HMS3868K03
1287,BCP28205
1287,(-)-epigallocatechin gallate hydrate
1287,BBL033816
1287,BDBM50093882
1287,STL372995
1287,84650-60-2
1287,AKOS025248011
1287,ACN-035859
1287,CCG-269314
1287,MCULE-9752626908
1287,NCGC00095722-01
1287,989-51-5
1287,AK165605
1287,VS-12292
1287,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate"
1287,4233-96-9
1287,FT-0604392
1287,FT-0686614
1287,"[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate"
1287,CAMELIA SINENSIS EXTRACT (REFERENCE GRADE)
1287,107965-88-8
1287,"(?)-cis-3,3',4',5,5',7-Hexahydroxy-flavane-3-gallate"
1287,"(2R,3R)-5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate"
1287,"5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate"
1287,5127-64-0
1287,"(?)-cis-2-(3,4,5-Trihydroxyphenyl)-3,4-dihydro-1(2H)-benzopyran-3,5,7-triol 3-gallate"
1287,"[5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] 3,4,5-trihydroxybenzoate"
1287,"5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate"
1287,"(2S,3R)-2-(3,4,5-Trihydroxyphenyl)-3,4-dihydro-1(2H)-benzopyran-3,5,7-triol 3-(3,4,5-trihydroxybenzoate)"
1287,"[(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate"
1287,"[(2R,3S)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate"
1287,"2-(3,4,5-Trihydroxyphenyl)-3-[(3,4,5-trihydroxybenzoyl)oxy]-3,4-dihydro-2H-1-benzopyran-5,7-diol"
1287,"3,4,5-Trihydroxy-benzoic acid 5,7-dihydroxy-2-(3,4,5-trihydroxy-phenyl)-chroman-3-yl ester"
1288,Indolactam V
1288,(-)-Indolactam V
1288,epi-Indolactam G
1288,PYRAZINE
1288,(+)-INDOLACTAM V
1288,UNII-8CIY9O1323
1288,(-)-Indolactam V (low PS)
1288,AC1L1B58
1288,BDBM86430
1288,(-)-ILV
1288,CID1288
1288,C17-H23-N3-O2
1288,CAS_105000
1288,NSC_105000
1288,BRN 4711877
1288,SMP2_000017
1288,90365-57-4
1288,90365-56-3
1288,"(10S,13S)-13-(hydroxymethyl)-9-methyl-10-propan-2-yl-3,9,12-triazatricyclo[6.6.1.0^{4,15]pentadeca-1,4(15),5,7-tetraen-11-one"
1289,AC1Q5QCQ
1289,AC1L1B5B
1289,CID1289
1289,AR-1K4906
1289,n~4~-hydroxy-2-isobutyl-n~1~-[1-(methylamino)-1-oxo-3-phenylpropan-2-yl]succinamide
1289,N'-hydroxy-N-[1-(methylamino)-1-oxo-3-phenylpropan-2-yl]-2-(2-methylpropyl)butanediamide
1289,28506-43-6
1289,PLH
1290,DB04123
1290,(p-iodophenylacetylamino)methylphosphinic acid
1291,AC1L1B5H
1291,SCHEMBL7505749
1291,CTK7B3353
1291,CID1291
1291,AL4623
1291,"4-(ethylamino)-2-(2-methoxyethyl)-1,1-dioxo-3,4-dihydrothieno[3,2-e]thiazine-6-sulfonamide"
1291,"4-(ethylamino)-2-(2-methoxyethyl)-3,4-dihydro-2h-thieno[3,2-e][1,2]thiazine-6-sulfonamide 1,1-dioxide"
1292,dl-Mandelic acid
1292,MANDELIC ACID
1292,2-hydroxy-2-phenylacetic acid
1292,Amygdalic acid
1292,Phenylglycolic acid
1292,Almond acid
1292,Uromaline
1292,Paramandelic acid
1292,p-Mandelic acid
1292,90-64-2
1292,Racemic mandelic acid
1292,Acido mandelico
1292,(RS)-Mandelic acid
1292,2-Phenylglycolic acid
1292,Kyselina mandlova
1292,Phenylhydroxyacetic acid
1292,Amygdalinic acid
1292,DL-Mandelicacid
1292,acidomandelico
1292,Hydroxy(phenyl)acetic acid
1292,mandelic-acid
1292,"Glycolic acid, phenyl-"
1292,(+-)-Mandelic acid
1292,L-mandelic acid
1292,D-Mandelic acid
1292,Ammonium mandelate
1292,Benzoglycolic acid
1292,DL-Lysine
1292,Mandelic acid [USP]
1292,DL-Amygdalic Acid
1292,(+/-)-mandelic acid
1292,(r)-mandelic acid
1292,l(+)mandelic acid
1292,alpha-Hydroxyphenylacetic acid
1292,(+) mandelic acid
1292,(+)-mandelic acid
1292,PPCM
1292,SAMMA
1292,(-)-Mandelic acid
1292,Acido mandelico [Italian]
1292,Kyselina mandlova [Czech]
1292,2-Phenyl-2-hydroxyacetic acid
1292,"Mandelic acid, DL-"
1292,alpha-Hydroxy-alpha-toluic acid
1292,hyroxyphenylacetic acid
1292,Pregabalin Impurity C
1292,(S)-(+)-Mandelic acid
1292,611-72-3
1292,2-Hydroy-2-phenylacetic acid
1292,DL-Hydroxy(phenyl)acetic acid
1292,"Mandelic acid, 99%"
1292,Hydroxyphenylacetic acid
1292,"(-)-Mandelate, XX"
1292,S-(+)-Mandelic acid
1292,2-hydroxy-2-phenyl-acetic acid
1292,UNII-NH496X0UJX
1292,"(+)-Mandelate, XXI"
1292,hydroxyphenyl acetic acid
1292,alpha-Hydroxybenzeneacetic acid
1292,Pregabalin EP Impurity C
1292,WLN: QYR&VQ
1292,hydroxy-phenyl-acetic acid
1292,DL-2-Hydroxy-2-phenylacetic acid
1292,"Mandelic acid, >=99%"
1292,"Benzeneacetic acid, alpha-hydroxy-"
1292,"DL-Mandelic acid, 99%"
1292,"Benzeneacetic acid, .alpha.-hydroxy-"
1292,(R)-(-)-Mandelic acid
1292,L-(+)-MANDELIC ACID
1292,NSC 7925
1292,AC1L1B5K
1292,"mandelic acid, (R)-isomer"
1292,"mandelic acid, (S)-isomer"
1292,SCHEMBL1050
1292,(.+/-.)-Mandelic acid
1292,(R)-2-Hydroxy-2-phenylacetic acid
1292,C8H8O3
1292,"alpha-Toluic acid, alpha-hydroxy-"
1292,CHEMBL1609
1292,NH496X0UJX
1292,(+-)-alpha-Hydroxybenzeneacetic acid
1292,(+)-Phenylhydroxyacetic acid
1292,(+/-)-alpha-Hydroxyphenylacetic acid
1292,(?)-Phenylhydroxyacetic acid
1292,.alpha.-Hydroxyphenylacetic acid
1292,alpha-hydroxy-benzeneaceticaci
1292,Isonicotinic acid diethylamide
1292,Kyselina 2-fenyl-2-hydroxyethanova
1292,CHEBI:35825
1292,KSC498C0D
1292,"mandelic acid, (+-)-isomer"
1292,MLS001074208
1292,ARONIS25152
1292,(+-)-alpha-Hydroxyphenylacetic acid
1292,D-(-)-MANDELIC ACID
1292,EINECS 202-007-6
1292,EINECS 210-277-1
1292,"Hydroxyphenylacetic acid, 1-A"
1292,"mandelic acid, monosodium salt"
1292,"Phenylacetic acid, alpha-hydroxy-"
1292,(+-)-2-Hydroxy-2-phenylethanoic acid
1292,"INDOLE-3,5-DIALDEHYDE"
1292,IWYDHOAUDWTVEP-UHFFFAOYSA-N
1292,611-71-2
1292,"mandelic acid, (11)C-labeled"
1292,"mandelic acid, monocalcium salt"
1292,"mandelic acid, monolithium salt"
1292,"Benzeneacetic acid, ?-hydroxy-"
1292,Jsp003513
1292,.alpha.-Phenylhydroxyacetic acid
1292,DTXSID6023234
1292,"Hydroxyphenylacetic acid, alpha-"
1292,"Mandelic acid, monoammonium salt"
1292,NSC-7925
1292,(+/-)-Mandelic acid =98%
1292,(S)-2-Hydroxy-2-phenylacetic acid
1292,2-Hydroxy-2-phenylethanoic acid
1292,BDBM92715
1292,CTK3J8101
1292,17199-29-0
1292,CID1292
1292,D-2-Hydroxy-2-phenylacetic acid
1292,NSC7925
